BRAND,MODEL,OS,PRIMARY CAMERA,SELFIE CAMERA,GPU,CPU,INTERNAL MEMORY,SENSORS,BATTERY,PRICE
Meizu,C9,Android 8.0 (Oreo); Flyme UI,"13 MP, f/2.2, 1/3.1"", 1.12µm, AF","8 MP, f/2.2, 1/4"", 1.12µm",Mali-820MP1,Quad-core 1.3 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, proximity, compass",Removable Li-Ion 3000 mAh battery,About 90 EUR
Meizu,Note 8,Android 8.0 (Oreo); Flyme 7.3,"12 MP, f/1.9, 1/2.55"", 1.4µm, Dual Pixel PDAF
5 MP, depth sensor","8 MP, f/2.0",Adreno 506,Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3600 mAh battery,About 200 EUR
BlackBerry,KEY2 LE,Android 8.1 (Oreo),"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF
5 MP, f/2.4, 1.12µm, depth sensor",8 MP,Adreno 509,Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),"32GB 4GB RAM, 64GB 4GB RAM","Fingerprint (front-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,$ 399.99 / £ 328.87 / € 363.55
BlackBerry,Evolve X,Android 8.1 (Oreo),"12 MP, f/1.8, 1/2.8"", 1.29µm, PDAF
13 MP, f/2.6, 1/3.4"", 1.0µm, 2х optical zoom, PDAF","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Adreno 512,Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),64GB 6GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 350 EUR
BlackBerry,Evolve,Android 8.1 (Oreo),"13 MP, 1/3.1"", 1.12µm, PDAF
13 MP B/W, 1/3.1"", 1.12µm, PDAF","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Adreno 506,Octa-core 1.8 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 300 EUR
BlackBerry,KEY2,Android 8.1 (Oreo),"12 MP, f/1.8, 1/2.3"", 1.28µm, dual pixel PDAF
12 MP, f/2.6, 1/3.4"", 1.0µm, PDAF","8 MP, f/2.0, 1/4"", 1.12µm",Adreno 512,Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"64GB 6GB RAM, 128GB 6GB RAM","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3500 mAh battery,About 500 EUR
BlackBerry,Motion,Android 7.1 (Nougat),"12 MP, f/2.0, PDAF","8 MP, f/2.2, 1/4"", 1.12µm",Adreno 506,Octa-core 2.0 GHz Cortex-A53,32GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 390 EUR
BlackBerry,Aurora,Android 7.0 (Nougat),"13 MP, AF",8 MP,Adreno 308,Quad-core 1.4 GHz Cortex-A53,32GB 4GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 200 EUR
BlackBerry,Keyone,"Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)","12 MP, f/2.0, 1/2.3"", 1.55µm, PDAF","8 MP, f/2.2, 1/4"", 1.12µm",Adreno 506,Octa-core 2.0 GHz Cortex-A53,"32GB 3GB RAM, 64GB 4GB RAM","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3500 mAh battery,About 290 EUR
BlackBerry,DTEK60,Android 6.0 (Marshmallow),"21 MP, f/2.0, PDAF","8 MP, f/2.2",Adreno 530,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),32GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 250 EUR
BlackBerry,DTEK50,Android 6.0 (Marshmallow),"13 MP, f/2.0, PDAF","8 MP, f/2.2",Adreno 405,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),16GB 3GB RAM,"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2610 mAh battery,About 200 EUR
BlackBerry,Priv,"Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)","18 MP, f/2.2, 27mm (wide), 1/2.4"", PDAF, OIS",2 MP,Adreno 418,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),32GB 3GB RAM,"Accelerometer, altimeter, gyro, ToF proximity, compass",Non-removable Li-Ion 3410 mAh battery,About 270 EUR
Asus,ROG Phone II ZS660KL,"Android 9.0 (Pie), ROG UI","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF
13 MP, f/2.4, 11mm (ultrawide)","24MP, f/2.2, 0.9µm",Adreno 640 (700 MHz),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"128GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Non-removable Li-Po 6000 mAh battery,$ 569.99 / £ 410.80
Asus,Zenfone 6 ZS630KL,"Android 9.0 (Pie), ZenUI 6","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF
13 MP, f/2.4, 11mm (ultrawide)",Motorized flip-up main camera module,Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 5000 mAh battery,"$ 550.99 / £ 451.55 / € 559.00 / ₹ 27,999"
Asus,ZenFone Live (L2),Android 8.0 Oreo (Go edition); ZenUI 5,"8 MP or 13 MP, f/2.0, PDAF","5 MP, f/2.4",Adreno 308Adreno 505,Quad-core 1.4 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53,"16GB 2GB RAM, 32GB 2GB RAM","Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,NA
Asus,Zenfone Max Plus (M2) ZB634KL,Android 8.0 (Oreo),"12 MP, f/1.8, 1/2.9"", 1.25μm, PDAF
5 MP, f/2.4, 1.12µm, depth sensor",8 MP,Adreno 506,Octa-core 1.8 GHz,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Non-removable Li-Po 4000 mAh battery,About 200 EUR
Asus,Zenfone Max Shot ZB634KL,Android 8.0 (Oreo),"12 MP, f/1.8, 1/2.9"", 1.25μm, PDAF
8 MP, 13mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, 1.12µm, depth sensor",8 MP,Adreno 506,Octa-core 1.8 GHz,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Non-removable Li-Po 4000 mAh battery,About 310 EUR
Asus,Zenfone Max Pro (M2) ZB631KL,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)","12 MP, f/1.8, 1/2.9"", 1.25μm, PDAF
5 MP, f/2.4, 1.12µm, depth sensor","13MP, f/2.0, 1.12µm",Adreno 512,Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 5000 mAh battery,"₹ 13,999"
Asus,Zenfone Max (M2) ZB633KL,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)","13 MP, f/1.8, 1/3.1"", 1.12µm, PDAF
2 MP, depth sensor","8 MP, f/2.0, 1/4"", 1.12µm",Adreno 506,Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"32GB 3GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,NA
Asus,Zenfone Max (M1) ZB556KL,Android 8 (Oreo); ZenUI 5,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF","8 MP, f/2.0, 25mm (wide), 1/4"", 1.12µm",Adreno 505,Octa-core 1.4 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 120 EUR
Asus,ZenFone Lite (L1) ZA551KL,Android 8.0 Oreo,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF","5 MP, f/2.4, 1/5"", 1.12µm",Adreno 505,Octa-core 1.4 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 80 EUR
Asus,ROG Phone ZS600KL,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); ROG Gaming X UI","12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS
8 MP, 12mm (ultrawide), no AF","8 MP, f/2.0, 24mm (wide)",Adreno 630,Octa-core (4x2.96 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"128GB 8GB RAM, 512GB 8GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,$ 399.99 / £ 423.93 / € 499.00
Alcatel,3x (2019),Android 9.0 (Pie),"16 MP, f/1.8, 27mm (wide), 1/2.8"", 1.12µm, PDAF
8 MP, f/2.2, 17mm (ultrawide), 1/4"", 1.12µm
5 MP, depth sensor","8 MP, f/2.0, 25mm (wide), 1/4"", 1.12µm",Mali-G71 MP2,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"64GB 4GB RAM, 128GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 4000 mAh battery,$ 159.99 / £ 154.99 / € 155.00
Alcatel,1v (2019),Android 9.0 Pie (Go edition),"5 MP, f/2.2, 28mm (wide), 1/5"", 1.12µm","5 MP, f/2.2, 28mm (wide), 1/5"", 1.12µm",IMG8322,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),16GB 1GB RAM,"Fingerprint (under display, optical) - market dependant, accelerometer, proximity",Removable Li-Ion 2460 mAh battery,About 80 EUR
Alcatel,Smart Tab 7,Android 9.0 (Pie),"0.3 MP, f/2.4, 1/5""","2 MP, f/2.4, 1/5"", 1.65µm",IMG GE8300,Quad-core 1.3 GHz Cortex-A53,16GB 1.5GB RAM,Accelerometer,Non-removable Li-Ion 2580 mAh battery,About 80 EUR
Alcatel,3T 10,Android 8.1 (Oreo),"2 MP, f/2.8, 1/5"", 1.65µm","2 MP, f/2.8, 1/5"", 1.65µm",NA,NA,16GB 2GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 4080 mAh battery,NA
Alcatel,3L,Android 8.1 (Oreo),"13 MP, f/2.0, 1/3.1"", 1.12µm
5 MP, depth sensor","8 MP, f/2.0, 1/4"", 1.12µm",PowerVR GE8100 - EuropeAdreno 504,Quad-core 1.5 GHz Cortex-A53 - EuropeQuad-core 1.8 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted, market dependent), accelerometer, proximity",Li-Ion 3500 mAh battery,NA
Alcatel,3 (2019),Android 8.1 (Oreo),"13 MP, f/2.0, 1/3.1"", 1.12µm
5 MP, depth sensor","8 MP, f/2.0, 1/4"", 1.12µm",Adreno 505,Octa-core (2x2.0 GHz Cortex-A53 & 6x1.45 GHz Cortex A53),"32GB 3GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3500 mAh battery,NA
Alcatel,1s,Android 9.0 (Pie),"13 MP, f/2.0, 1/3.1"", 1.12µm
2 MP, depth sensor","5 MP, f/2.2, 1/5"", 1.12µm",NA,Octa-core 1.6 GHz Cortex-A55,"32GB 3GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 3060 mAh battery,NA
Alcatel,1x (2019),Android 8.1 (Oreo),"13 MP
2 MP",5 MP,PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted, 5008T only), accelerometer, proximity","3,0000 mAh battery",About 120 EUR
Alcatel,1c (2019), Android 8.1 Oreo (Go edition),5 MP,2 MP,NA,Quad-core 1.3 GHz Cortex-A53,8GB 1GB RAM,"Accelerometer, proximity",Li-Ion 2000 mAh battery,About 70 EUR
Alcatel,1, Android 8.1 Oreo (Go edition),5 MP,2 MP,NA,Quad-core 1.3 GHz Cortex-A53,8GB 1GB RAM,"Accelerometer, proximity",Li-Ion 2000 mAh battery,About 40 EUR
ZTE,Blade A7 Prime,Android 9.0 (Pie),"16 MP, f/2.0, PDAF","5 MP, f/2.2",PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3200 mAh battery,About 90 EUR
ZTE,Blade 10 Prime,Android 9.0 (Pie),"16 MP, f/1.8, PDAF
5 MP, f/2.2, depth sensor","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Mali-G72 MP3,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),64GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 3200 mAh battery,About 160 EUR
ZTE,Blade 20,Android 9.0 (Pie),"16 MP, f/2.0, PDAF
8 MP, 12mm (ultrawide)
2 MP, depth sensor","8 MP, f/2.4",Mali-G72 MP3,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),128GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 5000 mAh battery,About 130 EUR
ZTE,nubia Red Magic 3s,Android 9.0 (Pie); Redmagic 2.0,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Adreno 640 (700 MHz),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),"128GB 8GB RAM, 256GB 12GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 5000 mAh battery,"$ 489.00 / ₹ 35,999"
ZTE,nubia Z20,Android 9.0 (Pie); Nubia UI 7,"48 MP, f/1.7, 26mm (wide), 1/2"", 0.8µm, PDAF, OIS
8 MP, f/2.4, (telephoto), 3x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, AF",Uses main cameras,Adreno 640 (700 MHz),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"128GB 6GB RAM, 128GB 8GB RAM, 512GB 8GB RAM","Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,$ 569.00
ZTE,nubia X 5G,Android 9.0 (Pie),"16 MP, f/1.8, PDAF
24 MP, f/1.7, PDAF",Uses main cameras,Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3800 mAh battery,NA
ZTE,Blade A5 (2019),Android 9.0 (Pie),"13 MP, f/2.0, AF","8 MP, f/2.4",NA,Octa-core 1.6 GHz,16GB 2GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 2600 mAh battery,About 80 EUR
ZTE,Blade A3 (2019),Android 9.0 Pie (Go edition),"8 MP, AF",5 MP,Mali-T820 MP1,Quad-core 1.4 GHz,16GB 1GB RAM,Accelerometer,Non-removable Li-Ion 2000 mAh battery,About 60 EUR
ZTE,Blade L8,Android 9.0 Pie (Go edition),"8 MP, AF",5 MP,Mali-T820 MP1,Quad-core 1.3 GHz,16GB 1GB RAM,Accelerometer,Non-removable Li-Ion 2000 mAh battery,About 60 EUR
ZTE,nubia Red Magic 3,Android 9.0 (Pie); Redmagic 2.0,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 5000 mAh battery,$ 459.00
Microsoft,Lumia 650,Microsoft Windows 10,"8 MP, f/2.2, 28mm (wide), 1/4"", AF","5 MP, f/2.2",Adreno 304,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,About 150 EUR
Microsoft,Lumia 950 XL Dual SIM,Microsoft Windows 10,"20 MP, f/1.9, 26mm (wide), 1/2.4"", 1.12µm, AF, OIS","5 MP, f/2.4",Adreno 430,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),32GB 3GB RAM,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Removable Li-Ion 3340 mAh battery,About 350 EUR
Microsoft,Lumia 950 XL,Microsoft Windows 10,"20 MP, f/1.9, 26mm (wide), 1/2.4"", 1.12µm, AF, OIS","5 MP, f/2.4",Adreno 430,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),32GB 3GB RAM,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Removable Li-Ion 3340 mAh battery,About 350 EUR
Microsoft,Lumia 950 Dual SIM,Microsoft Windows 10,"20 MP, f/1.9, 26mm (wide), 1/2.4"", 1.12µm, AF, OIS","5 MP, f/2.4",Adreno 418,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),32GB 3GB RAM,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Removable Li-Ion 3000 mAh battery,About 280 EUR
Microsoft,Lumia 950,Microsoft Windows 10,"20 MP, f/1.9, 26mm (wide), 1/2.4"", 1.12µm, AF, OIS","5 MP, f/2.4",Adreno 418,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),32GB 3GB RAM,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Removable Li-Ion 3000 mAh battery,About 280 EUR
Microsoft,Lumia 550,Microsoft Windows 10,"5 MP, f/2.4, 1/4"", AF","2 MP, f/2.8",Adreno 304,Quad-core 1.1 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 2100 mAh battery,About 90 EUR
Microsoft,Lumia 540 Dual SIM,Microsoft Windows Phone 8.1 with Lumia Denim,"8 MP, f/2.2, 28mm (wide), 1/4"", AF",5 MP,Adreno 302,Quad-core 1.2 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 2200 mAh battery,About 100 EUR
Microsoft,Lumia 430 Dual SIM,"Microsoft Windows Phone 8.1, upgradable to Windows 10","2 MP, f/2.2, 1/5""",VGA,Adreno 302,Dual-core 1.2 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 1500 mAh battery,About 70 EUR
Microsoft,Lumia 640 XL LTE Dual SIM,"Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10","13 MP, f/2.0, 28mm (wide), 1/3"", AF",5 MP,Adreno 305,Quad-core 1.2 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity, compass, sensor core",Removable Li-Ion 3000 mAh battery,About 200 EUR
Microsoft,Lumia 640 XL LTE,"Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10","13 MP, f/2.0, 28mm (wide), 1/3"", AF",5 MP,Adreno 305,Quad-core 1.2 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity, compass, sensor core",Removable Li-Ion 3000 mAh battery,About 200 EUR
Vodafone,Smart V10,Android 9.0 (Pie),"13 MP, AF
5 MP",8 MP,Adreno 504,Quad-core 2.0 GHz Cortex-A53,32GB 3GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 3400 mAh battery,About 180 EUR
Vodafone,Smart N10,Android 9.0 (Pie),"13 MP, AF",8 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, gyro, proximity",Non-removable Li-Ion 2920 mAh battery,About 150 EUR
Vodafone,Smart E9,Android 8.1 Oreo (Go edition),5 MP,2 MP,PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,8GB 1GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 2000 mAh battery,About 70 EUR
Vodafone,Smart X9,Android 8.1 (Oreo),"16 MP, AF
5 MP, depth sensor",8 MP,Adreno 506,Octa-core 1.8 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3100 mAh battery,About 110 EUR
Vodafone,Smart N9,Android 8.1 (Oreo),"13 MP, AF",8 MP,Mali-T720MP2,Quad-core 1.3 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro (market dependent), proximity, compass",Non-removable Li-Ion 2900 mAh battery,About 120 EUR
Vodafone,Smart N9 lite,Android 8.1 Oreo (Go edition),"8 MP, AF",5 MP,Mali-T720MP2,Quad-core 1.3 GHz Cortex-A53,16GB 1GB RAM,"Accelerometer, gyro (market dependent), proximity, compass",Li-Ion 2460 mAh battery,About 100 EUR
Vodafone,Smart Tab N8,Android 7.0 (Nougat),"5 MP, AF",2 MP,Mali-T720MP2,Quad-core 1.1 GHz Cortex-A7,16GB 2GB RAM,Accelerometer,Non-removable Li-Ion 4600 mAh battery,About 180 EUR
Vodafone,Smart E8,Android 7.1 (Nougat),5 MP,2 MP,Adreno 304,Quad-core 1.1 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 2200 mAh battery,About 80 EUR
Vodafone,Smart V8,Android 7.1.1 (Nougat),"16 MP, AF",8 MP,Adreno 505,Octa-core 1.4 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 230 EUR
Vodafone,Smart N8,Android 7.0 (Nougat),"13 MP, AF",5 MP,Mali-T720MP2,Quad-core 1.3 GHz Cortex-A53,16GB 1.5GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 2400 mAh battery,About 100 EUR
Energizer,Energy E12,NA,VGA,VGA,NA,NA,4MB 4MB RAM,,Li-Ion 1000 mAh battery,About 10 EUR
Energizer,Hardcase H10,NA,VGA,VGA,NA,NA,64MB 32MB RAM,,Li-Ion 1000 mAh battery,About 30 EUR
Energizer,Power Max P8100S,Android 9.0 (Pie),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
12 MP","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),256GB 8GB RAM,"Accelerometer, gyro, proximity, compass","Non-removable Li-Po 10,000 mAh battery",About 900 EUR
Energizer,Power Max P18K Pop,Android 9.0 (Pie),"12 MP, PDAF
5 MP
2 MP, depth sensor","16 MP, f/2.2, 26mm (wide), 1/3.1"", 1.0µm
2 MP, depth sensor",Mali-G72 MP3,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),128GB 6GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 18,000 mAh battery",NA
Energizer,Ultimate U620S Pop,Android 9.0 (Pie),"12 MP, PDAF
5 MP
2 MP, depth sensor","Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3.1"", 1.0µm
Motorized pop-up 2 MP, depth sensor",Mali-G72 MP3,Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),128GB 6GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3200 mAh battery,NA
Energizer,Hardcase H570S,Android 9.0 (Pie),"13 MP, AF
VGA, depth sensor",8 MP,PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 6500 mAh battery,NA
Energizer,Hardcase H501S,Android 9.0 (Pie),"16 MP, AF
2 MP, depth sensor",5 MP,PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Non-removable Li-Ion 2500 mAh battery,NA
Energizer,Hardcase H280S,KaiOS,5 MP,2 MP,NA,Dual-core (2x1.2 GHz),NA,,Li-Ion 2000 mAh battery,NA
Energizer,Hardcase H241,KaiOS,2 MP,0.3 MP,NA,NA,128MB 64MB RAM,,Li-Ion 2500 mAh battery,NA
Energizer,Hardcase H242,KaiOS,0.3 MP,0.3 MP,Mali-820,Quad-core 1.3 GHz Cortex-A53,512MB 256MB RAM,,Li-Ion 1500 mAh battery,NA
Cat,S52,"Android 9.0 (Pie), planned upgrade to Android 10.0","12 MP, f/1.8, (wide), 1/2.55"", 1.4µm, dual pixel PDAF",8 MP,PowerVR GE8320,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3100 mAh battery,$ 769.00 / £ 433.00 / € 469.00
Cat,B35,KaiOS,2 MP,No,Adreno 304,Dual-core (2x1.3 GHz Cortex-A7),4GB 512MB RAM,Accelerometer,Non-removable Li-Ion 2300 mAh battery,About 110 EUR
Cat,S41,Android 7.0 (Nougat),"13 MP, PDAF",8 MP,Mali-T880MP2,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),32GB 3GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 5000 mAh battery,About 450 EUR
Cat,S31,Android 7.0 (Nougat),"8 MP, AF",2 MP,Adreno 304,Quad-core 1.3 GHz Cortex-A7,16GB 2GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 330 EUR
Cat,S61,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","16 MP, PDAF, FLIR thermal camera (Lepton module)",8 MP,Adreno 508,Octa-core 2.2 GHz Cortex-A53,64GB 4GB RAM,"Accelerometer, gyro, proximity, compass, barometer, indoor air quality sensor",Non-removable Li-Ion 4500 mAh battery,About 900 EUR
Cat,S60,Android 6.0 (Marshmallow),"13 MP, AF, FLIR thermal camera (Lepton module)",5 MP,Adreno 405,Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),32GB 3GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 3800 mAh battery,About 650 EUR
